Page total likes;Type;Category;Post Month;Post Weekday;Post Hour;Paid;Lifetime Post Total Reach;Lifetime Post Total Impressions;Lifetime Engaged Users;Lifetime Post Consumers;Lifetime Post Consumptions;Lifetime Post Impressions by people who have liked your Page;Lifetime Post reach by people who like your Page;Lifetime People who have liked your Page and engaged with your post;comment;like;share;Total Interactions
129600;Photo;2;7;7;11;1;2602;4349;479;444;588;3342;1946;287;1;53;14;68
129600;Photo;1;7;7;6;1;5848;9068;622;570;795;6651;4212;383;4;71;10;85
129600;Photo;1;7;6;11;0;26944;43464;877;740;1097;20270;10208;563;6;194;34;234
129600;Photo;3;7;6;5;0;5292;9321;756;646;1033;5867;3404;516;6;226;42;274
129600;Status;2;7;5;12;1;15576;27513;2417;2327;3098;19078;10840;1839;11;238;51;300
129600;Photo;3;7;5;3;0;54256;82011;1620;963;1419;42128;24224;977;10;755;58;823
129600;Photo;2;7;4;12;1;3726;6372;602;574;785;4760;2852;399;30;47;8;85
129600;Photo;1;7;4;6;1;31904;50539;863;770;1106;24010;12992;583;2;126;32;160
129600;Photo;1;7;3;13;1;40336;65309;1407;1330;2251;27771;14848;907;4;104;10;118
129600;Photo;2;7;3;1;0;4220;7774;685;597;838;4404;2326;407;10;167;26;203
129600;Photo;3;7;2;13;0;4666;8360;729;648;1014;5010;2818;459;9;152;41;202
129600;Photo;2;7;2;7;1;4274;7948;701;638;1020;5936;3164;460;0;128;15;143
129600;Photo;1;7;1;13;0;28208;41650;964;827;1237;18035;11120;636;13;234;43;290
128032;Photo;2;7;1;3;0;3330;5461;513;478;652;3675;2196;307;2;61;16;79
128032;Photo;2;7;7;11;1;3528;5918;550;513;787;4606;2660;360;0;66;9;75
128032;Photo;3;7;7;3;0;38576;55398;1355;890;1328;17365;12624;827;7;529;60;596
128032;Photo;3;7;6;13;1;2628;4264;528;503;652;3086;1846;328;3;42;10;55
128032;Photo;1;7;6;3;0;7232;12735;758;700;1236;8855;4712;471;2;75;24;101
128032;Status;2;7;5;10;0;10188;16978;1473;1441;2136;14450;8536;1395;13;61;13;87
128032;Photo;1;7;5;3;0;6408;11881;909;861;14974;7243;4040;490;26;162;7;195
128032;Photo;1;7;4;9;1;3414;6050;515;493;710;5005;2704;340;2;47;4;53
128032;Photo;2;7;4;5;1;53056;65260;2003;1412;2089;23679;17104;975;6;696;28;730
128032;Photo;1;7;3;10;1;66976;111502;1191;1054;1641;40203;19968;708;7;215;47;269
127082;Photo;1;7;3;3;1;76096;94644;2889;2495;4596;31096;19744;1276;22;534;31;587
126424;Photo;3;7;4;12;0;5458;9098;1007;933;1181;5307;3204;537;1;143;27;171
126424;Photo;2;7;4;3;0;3706;6194;895;884;1173;4700;2726;493;18;46;7;71
126424;Status;2;7;3;13;0;18320;31448;3742;3682;7854;25584;14920;3300;36;98;14;148
126424;Photo;3;7;3;4;1;2316;3611;722;716;862;2545;1529;372;0;25;5;30
126424;Video;1;6;2;13;0;139008;277100;1779;1643;2356;107502;38720;1008;23;204;44;271
126345;Photo;1;6;2;9;1;5854;11854;1043;947;19779;5901;2894;583;11;202;5;218
126345;Photo;1;6;2;3;0;109056;191324;2552;2457;4906;48765;25024;1353;7;148;39;194
126345;Photo;2;6;1;12;0;3212;4908;735;720;897;3399;2162;375;1;40;8;49
126345;Photo;2;6;1;4;0;3046;4909;909;872;1147;3559;2126;477;1;71;17;89
126345;Status;2;6;7;11;0;12044;20327;2240;2193;3599;17717;10400;2119;0;104;13;117
126141;Photo;1;6;7;4;1;9652;16968;1400;1381;2801;15917;8972;1035;1;34;4;39
126141;Photo;1;6;6;12;0;28112;47721;1631;1537;2438;41207;23440;1225;11;129;12;152
126141;Status;2;6;6;4;0;8628;14847;870;843;1692;11970;6796;774;4;72;18;94
126141;Photo;1;6;5;11;1;2431;4180;389;383;7980;3963;2301;342;0;15;3;18
126141;Photo;1;6;4;22;1;20560;24112;936;860;1126;5648;3856;460;14;102;9;125
126141;Photo;1;6;4;12;0;20896;29062;1418;1038;2048;19738;13656;998;103;469;33;605
125612;Photo;1;6;4;11;0;2402;4072;170;145;286;3147;1794;137;5;57;5;67
125612;Photo;1;6;4;7;0;1729;3289;596;591;735;2888;1406;340;0;23;2;25
125612;Photo;2;6;4;3;0;4320;7127;753;681;1021;4569;2782;459;5;141;26;172
125612;Photo;1;6;3;11;0;2585;4410;569;560;781;3802;2144;348;0;19;5;24
125612;Photo;2;6;3;3;0;3322;5969;610;569;852;4111;2236;375;1;71;23;95
125612;Photo;1;6;2;13;0;3600;5807;691;656;913;3351;2110;436;0;72;21;93
125612;Photo;1;6;2;2;0;11620;21564;1160;1138;2042;20024;10568;920;5;54;7;66
125612;Photo;3;6;1;14;0;4248;7004;724;671;920;5063;3114;501;5;93;19;117
125612;Photo;3;6;1;3;0;2763;4388;564;523;650;3519;2124;375;0;62;10;72
125612;Photo;2;6;7;11;0;3558;5396;621;568;775;3708;2392;403;0;78;16;94
124940;Photo;1;6;7;4;0;8324;14480;840;834;1388;13786;7736;662;0;14;1;15
124940;Photo;2;6;6;9;0;6952;11469;909;779;1229;7431;4292;646;11;231;43;285
124940;Photo;3;6;6;2;1;2823;4955;552;503;622;3579;1966;348;1;72;16;89
124940;Photo;1;6;5;13;1;63840;102620;1382;1229;1871;32470;16480;760;9;197;28;234
124940;Photo;3;6;5;3;1;11608;15323;985;705;940;8419;5840;594;4;330;29;363
124940;Photo;1;6;4;12;0;58304;80871;884;715;1034;2289;1408;340;0;148;7;155
124940;Photo;3;6;4;2;0;4762;8303;842;725;1014;6086;3494;569;2;208;28;238
124940;Photo;2;6;3;13;0;6150;10217;750;676;969;6253;3742;445;12;148;28;188
124940;Photo;3;6;3;3;1;4644;8178;768;683;1000;5651;3144;506;4;154;26;184
124940;Photo;3;6;2;13;0;22464;29650;1029;934;1408;9376;6864;546;3;142;18;163
124940;Photo;3;6;2;3;0;3754;6295;791;730;1072;4343;2590;482;8;107;20;135
124940;Photo;1;6;1;13;0;4452;7998;666;658;948;7037;3768;397;0;22;3;25
124940;Photo;3;6;1;3;0;3576;5525;664;618;870;4229;2672;403;2;84;13;99
124940;Photo;3;6;7;10;0;3028;4794;579;548;740;3574;2184;349;2;59;12;73
124940;Photo;3;6;7;3;1;4022;6503;647;616;995;5416;3312;423;3;65;14;82
124940;Photo;1;6;6;12;1;52736;73584;1635;1622;2824;18580;10144;876;0;24;4;28
124940;Photo;3;6;6;4;0;47376;70212;1557;1426;2051;22710;13344;697;9;186;23;218
123047;Photo;3;6;5;12;0;3234;5113;756;724;937;3476;2174;347;0;58;17;75
123047;Photo;2;6;5;3;0;3322;5553;702;656;863;3484;1968;328;2;74;14;90
123047;Photo;3;6;4;13;0;6768;11525;768;672;930;7048;4012;408;2;180;44;226
123047;Photo;2;6;4;5;1;11304;20647;1141;1065;1874;14792;7800;732;18;168;49;235
123047;Photo;1;6;3;11;0;13544;18474;759;733;1082;7326;4120;408;0;36;5;41
123047;Photo;3;6;2;13;0;3418;5659;581;546;770;4491;2620;327;2;51;6;59
123047;Photo;3;6;2;5;1;3662;6476;560;522;677;4930;2660;319;2;67;14;83
123047;Photo;3;6;1;10;0;56672;104966;2579;1334;1850;78678;37408;1831;20;1372;47;1439
123047;Photo;3;6;1;3;1;3294;5499;526;488;599;4658;2710;305;2;57;6;65
121540;Photo;3;6;1;3;0;3110;5405;732;712;892;4605;2540;342;2;33;10;45
121540;Photo;2;5;7;14;0;3806;6486;722;658;880;4955;2772;361;1;79;17;97
120050;Photo;3;5;5;9;1;3776;6736;577;529;719;4846;2614;371;3;97;22;122
120050;Photo;3;5;4;12;0;39040;55633;1684;1183;2123;32021;19712;1101;16;617;58;691
120050;Photo;3;5;4;4;1;4032;7278;684;607;848;4935;2644;432;7;139;34;180
120050;Photo;3;5;3;12;0;21248;34095;1049;918;1438;11280;6664;536;20;199;32;251
119198;Photo;3;5;3;5;0;4344;8025;692;626;872;4911;2528;367;1;107;26;134
119198;Photo;3;5;2;12;0;2718;4698;566;528;663;3601;1992;306;0;50;10;60
119198;Photo;3;5;2;1;0;3024;5630;596;560;721;4114;2098;341;0;64;20;84
119198;Status;2;5;1;2;0;10152;17099;1636;1599;2755;15382;8980;1613;2;55;10;67
119198;Photo;2;5;7;2;0;4708;8090;678;594;889;4664;2690;390;1;142;37;180
119198;Photo;3;5;6;14;0;2772;4642;526;479;604;3353;1943;305;2;72;9;83
119198;Photo;3;5;6;6;0;2812;4954;536;485;672;3382;1853;323;4;79;16;99
119198;Photo;3;5;5;10;1;6460;11373;823;706;1197;6279;3612;505;25;244;44;313
117764;Photo;1;5;4;10;0;18056;32576;1062;875;1389;26514;14728;701;25;307;58;390
117764;Photo;3;5;4;4;0;5016;8745;679;569;966;5904;3322;488;6;212;36;254
117764;Photo;3;5;3;11;0;3528;6181;470;415;583;4249;2352;322;2;95;17;114
117764;Photo;2;5;2;11;0;6444;11509;734;625;1157;7910;4136;512;5;194;33;232
117764;Photo;3;5;1;13;1;4458;7753;491;432;676;5493;3106;340;6;101;29;136
117764;Link;1;5;1;2;0;12540;19301;344;322;396;16914;11008;289;3;46;14;63
117764;Photo;3;5;7;13;1;4362;7378;604;509;767;5681;3216;469;3;156;20;179
117764;Photo;3;5;7;2;0;38960;65149;2298;1702;3000;57722;34368;1978;37;821;90;948
117764;Photo;3;5;6;13;0;3144;5067;392;356;507;3586;2148;271;1;58;13;72
117764;Photo;3;5;6;8;1;4336;7705;574;484;847;5156;2752;403;12;155;23;190
117764;Photo;3;5;5;13;0;81856;124753;3000;1637;2718;52477;27392;1756;45;1639;122;1806
116435;Photo;2;5;5;9;0;5728;10164;676;587;1049;6890;3714;475;3;155;32;190
116435;Photo;3;5;4;13;1;5490;9518;647;555;847;6549;3716;476;4;166;33;203
116435;Status;1;5;4;3;1;23832;42313;1701;1570;2838;37816;21352;1578;6;210;39;255
116435;Photo;3;5;3;7;0;18552;25542;1005;676;1021;15973;10584;676;4;400;25;429
116435;Photo;2;5;2;14;0;4132;7165;552;495;713;4908;2754;398;2;98;18;118
116435;Photo;1;5;2;8;0;4910;9209;625;561;869;5768;2812;411;12;138;38;188
116435;Photo;3;5;1;13;0;4202;7633;562;481;730;6173;3298;428;3;148;16;167
116091;Photo;2;5;1;3;0;5976;10441;689;544;833;7055;4046;487;2;267;40;309
116091;Photo;2;5;7;14;0;5206;8962;565;492;878;6461;3708;414;1;144;29;174
116091;Photo;3;5;7;2;0;6984;12066;780;631;1116;8188;4776;570;25;256;54;335
116091;Photo;1;5;6;9;0;6000;10300;577;539;886;7886;4454;429;3;72;24;99
116091;Photo;3;5;6;3;0;3332;5797;463;406;552;4347;2330;341;0;87;18;105
116091;Status;2;5;5;7;0;9232;16811;908;861;1967;12996;7200;843;1;129;36;166
115893;Photo;3;4;4;15;1;5212;9035;736;642;1005;6258;3608;597;1;179;30;210
115893;Photo;1;4;3;13;0;24264;51899;1599;1485;3153;48466;21928;1392;9;194;33;236
115368;Photo;3;4;3;8;0;4280;7594;624;555;771;4632;2530;497;1;124;32;157
115368;Photo;3;4;2;13;0;6692;11859;905;742;1165;8391;4692;737;4;304;47;355
115368;Photo;3;4;2;2;1;5594;9586;739;670;1048;5732;3256;555;12;138;39;189
115368;Photo;1;4;1;2;0;11336;15350;583;547;724;13876;10160;484;4;41;9;54
113028;Photo;2;4;7;3;1;5582;9903;708;620;923;6315;3422;557;2;163;35;200
113028;Photo;1;4;6;14;0;28352;55202;1476;1242;1990;47899;24512;1185;45;407;76;528
113028;Status;2;4;6;3;1;17912;34774;2750;2567;6591;21009;11408;2256;17;447;123;587
113028;Link;1;4;5;7;1;35360;45260;339;325;477;9105;5472;156;7;38;11;56
113028;Photo;1;4;5;5;0;9084;15194;962;916;1897;11853;7024;758;2;93;26;121
113028;Photo;1;4;4;12;1;6880;11736;671;639;889;9389;5232;556;0;59;16;75
111620;Photo;3;4;4;7;1;12824;18929;830;623;864;15678;10968;705;0;286;30;316
111620;Photo;3;4;3;7;0;6596;9835;564;526;678;8242;5352;456;0;66;13;79
111620;Photo;3;4;2;13;1;7492;12414;838;713;1274;8452;5024;670;8;236;51;295
111620;Photo;1;4;2;6;1;44288;60918;1215;1105;1746;22130;14224;814;2;152;11;165
111620;Photo;3;4;1;14;1;105632;147918;3984;2254;3391;48575;27328;1936;51;1998;128;2177
111620;Photo;1;4;7;14;0;128064;251269;1539;1408;2506;84046;32384;985;8;186;18;212
109670;Photo;3;4;6;20;0;5994;9970;964;838;1254;6896;3998;683;11;235;34;280
109670;Photo;1;4;6;13;0;6172;10417;718;684;906;7692;4234;508;1;64;22;87
109670;Photo;3;4;6;3;0;4986;8198;662;614;788;5685;3230;469;2;92;28;122
109670;Photo;1;4;5;13;0;6668;10701;669;642;943;7956;4696;492;3;53;13;69
109670;Photo;3;4;5;7;1;5298;8875;657;575;874;5640;3206;471;5;140;38;183
109670;Photo;1;4;4;3;0;35008;45508;621;597;768;8149;4864;389;0;48;8;56
109670;Photo;1;4;3;13;1;5402;8891;700;633;1078;6733;3992;514;0;112;14;126
109670;Photo;1;4;3;8;0;9880;12695;524;497;658;7072;4732;382;0;35;5;40
109670;Photo;1;4;2;13;0;3334;5953;584;565;842;4954;2604;440;4;37;3;44
109670;Photo;3;4;2;2;1;3130;5313;522;495;616;3821;2112;385;0;48;14;62
109670;Photo;2;4;1;13;1;32208;55696;1933;1367;2123;43980;24720;1568;6;766;109;881
109670;Photo;1;4;1;2;0;20920;26026;705;642;913;13546;9768;538;1;96;18;115
109670;Photo;3;4;7;14;0;3884;6406;518;483;597;4747;2686;392;1;57;13;71
107907;Photo;3;4;7;13;0;4240;7057;601;542;730;5026;2868;461;3;114;21;138
107907;Photo;1;4;6;9;0;3544;6156;509;482;701;5011;2746;387;1;51;6;58
107907;Photo;3;4;6;3;1;3286;6276;504;458;633;4010;2162;376;1;87;27;115
107907;Photo;1;4;5;9;0;71360;110172;1784;1732;3383;47977;25888;1103;5;81;11;97
107907;Photo;3;4;5;3;0;3824;6333;666;627;822;4447;2604;462;1;71;18;90
107907;Photo;3;4;4;13;0;6360;11079;715;631;1028;6661;3864;505;9;164;52;225
107907;Photo;3;4;4;5;1;3714;6385;537;481;645;4441;2512;395;5;91;26;122
107907;Photo;1;4;3;13;1;46192;80227;1364;1096;1697;32842;16960;762;9;329;38;376
107907;Photo;1;4;3;4;1;39568;47128;741;652;957;22022;16096;519;4;128;17;149
107907;Link;1;4;2;6;0;70912;94172;1374;1106;1267;42338;27232;788;1;379;40;420
107907;Photo;3;4;1;3;0;4552;7253;471;444;569;4440;2664;316;1;52;24;77
107907;Photo;3;4;7;10;0;4390;7004;484;453;602;4607;2862;347;1;63;26;90
107907;Photo;3;4;7;3;0;4770;7716;494;455;632;5040;3114;344;2;97;25;124
106928;Photo;3;4;6;9;1;2970;4649;421;390;544;3346;2044;301;2;56;9;67
106928;Link;1;4;6;4;0;34192;42092;338;322;389;22907;16464;230;1;36;7;44
106928;Photo;2;4;5;13;0;5302;8769;624;566;979;6021;3606;441;4;138;26;168
106928;Photo;2;4;5;3;0;5560;9301;642;586;984;6600;3916;463;7;142;24;173
106928;Photo;3;4;4;13;0;4406;6769;477;433;571;4550;2830;335;1;75;15;91
106928;Photo;1;4;4;3;1;5290;8132;612;570;857;6032;3794;454;1;89;14;104
104070;Photo;1;3;5;14;1;3696;5824;517;474;742;4166;2650;391;2;63;16;81
104070;Photo;1;3;4;14;1;6030;9579;735;659;1448;6956;4418;572;3;176;29;208
104070;Photo;1;3;4;7;0;49632;1110282;1653;1480;2567;1107833;48368;1513;7;227;15;249
104070;Status;1;3;3;15;0;9120;14759;951;937;1290;13246;8004;924;3;25;6;34
104070;Photo;1;3;3;10;0;1874;2474;25;25;31;1483;1062;15;0;0;0;0
102112;Photo;1;3;3;10;0;4122;7073;466;455;609;5827;3302;361;1;27;11;39
102112;Photo;1;3;3;4;0;5080;8238;523;505;727;6630;3892;403;0;39;14;53
102112;Photo;1;3;2;12;0;4068;7333;538;513;934;5914;3198;402;0;61;13;74
102112;Photo;1;3;2;3;0;3272;6079;463;446;653;5079;2644;357;0;32;7;39
102112;Photo;1;3;1;19;0;238;570;143;142;834;567;236;99;0;2;0;2
102112;Photo;1;3;1;18;0;3358;5900;541;507;4550;4650;2800;344;8;109;3;120
102112;Photo;1;3;1;18;0;6400;11941;735;726;8415;10987;5916;628;0;32;6;38
102112;Link;3;3;1;3;0;6876;10885;282;245;337;9403;5752;259;2;68;15;85
100732;Photo;1;3;7;18;0;391;746;131;130;766;723;380;93;0;6;1;7
100732;Photo;1;3;7;17;0;10844;22468;1409;1339;11064;18310;8848;1086;4;213;13;230
100732;Photo;1;3;7;15;0;5132;9067;398;398;1690;9065;5132;393;0;2;0;2
100732;Photo;1;3;7;15;0;3772;6971;144;144;1033;6932;3758;140;0;3;0;3
100732;Link;1;3;7;14;0;2933;5144;24;23;26;3972;2012;19;0;6;0;6
100732;Photo;1;3;7;12;0;4094;7469;206;203;1420;7451;4088;200;0;4;0;4
100732;Photo;1;3;6;17;0;452;726;186;184;889;721;450;114;0;4;1;5
100732;Photo;1;3;6;17;0;11420;23855;1411;1342;8049;16634;8032;865;12;211;14;237
100732;Photo;1;3;6;15;0;5704;10510;452;450;2895;9348;5388;361;1;15;1;17
100732;Photo;1;3;6;15;0;7192;12811;587;554;3941;11519;6616;472;11;95;4;110
100732;Photo;1;3;6;13;1;9604;16557;1061;1037;9614;13618;7984;705;16;127;0;143
100732;Photo;1;3;6;10;0;122944;457509;1373;1268;2106;72846;13184;475;0;136;13;149
98195;Link;2;3;6;6;0;5730;10083;103;71;97;8964;4830;92;2;32;15;49
98195;Photo;1;3;6;3;0;4898;7960;560;528;719;6380;3730;363;1;76;9;86
98195;Photo;1;3;5;10;0;4118;7355;546;526;675;6423;3466;379;1;28;7;36
98195;Photo;1;3;5;4;1;1845;2670;9;9;9;1614;1008;9;0;0;0;0
98195;Photo;3;3;4;13;0;34480;191207;1591;1156;1926;184270;30720;1292;10;664;97;771
96749;Photo;3;3;2;9;0;5338;9940;589;556;715;8146;3920;363;1;62;10;73
96749;Photo;2;3;2;5;0;5312;9411;603;582;795;7034;3588;345;0;48;20;68
96749;Photo;1;3;1;13;1;4412;8070;711;678;926;6937;3478;346;1;55;7;63
96749;Photo;1;3;1;2;1;98816;125026;11452;11328;18115;16682;10336;1356;10;197;21;228
96749;Photo;1;3;7;10;1;7220;12735;2348;2300;3311;9837;5296;642;6;88;24;118
96749;Photo;1;3;7;5;1;14320;21958;1850;1819;2170;9579;4664;413;2;59;6;67
93684;Photo;1;2;6;13;1;27056;162816;2299;2127;2737;160270;25424;1146;6;234;26;266
93577;Photo;1;2;6;6;0;20528;33000;1876;1800;2654;14636;7632;656;3;148;21;172
93470;Photo;1;2;5;12;0;6416;11459;1362;1313;1652;9122;4716;497;0;96;29;125
93363;Photo;1;2;5;6;0;5786;10634;1237;1218;1526;9103;4764;483;4;49;15;68
93256;Photo;3;2;4;12;0;5878;10508;1132;1087;1380;8471;4528;446;3;98;27;128
93149;Photo;3;2;4;3;0;9528;16535;1383;1288;1834;11276;6260;630;14;198;70;282
93042;Photo;3;2;3;13;0;8500;14157;1095;1029;1422;9670;5640;465;5;159;53;217
92935;Photo;1;2;3;9;1;3796;6737;949;940;1192;5249;2694;398;1;22;6;29
92828;Photo;1;2;3;6;0;28128;42940;2283;2190;3400;9183;4560;621;6;154;18;178
92721;Photo;3;2;2;13;0;7228;12627;1239;1189;1612;9781;5348;606;5;128;32;165
92614;Photo;2;2;2;3;1;5290;9100;1053;994;1326;6285;3578;441;2;129;32;163
92507;Photo;3;2;1;13;0;55520;665792;4544;3586;6624;648611;47488;3430;146;1546;181;1873
92400;Photo;1;2;1;4;0;5880;10115;1291;1264;1878;8536;4884;706;5;79;11;95
92293;Photo;3;2;7;13;1;10040;17029;1429;1346;2022;11744;6964;742;19;214;78;311
92186;Photo;3;2;7;2;1;153536;497910;1713;1633;2493;8907;5696;593;8;134;34;176
92079;Photo;1;2;6;13;0;158208;453213;2482;2319;3412;81938;20608;1034;9;268;36;313
91972;Photo;3;2;6;3;0;6484;10832;1166;1115;1441;7316;4280;583;4;128;38;170
91865;Photo;2;2;5;13;1;4840;7466;949;923;1116;5362;3370;447;3;47;21;71
91758;Photo;2;2;5;3;1;15880;51571;1188;1071;1410;47976;13560;677;1;200;37;238
91651;Photo;1;2;4;12;0;15288;31467;1573;1401;2110;28247;13312;1052;5;264;36;305
91544;Photo;3;2;4;3;0;9528;16779;1245;1175;1725;11885;6672;729;10;193;61;264
91437;Link;1;2;3;13;0;9356;14986;448;381;505;13919;8460;392;4;114;13;131
91330;Photo;3;2;3;3;0;7732;13264;1066;1002;1336;8753;4880;570;7;160;57;224
91223;Photo;1;2;2;13;0;5240;8893;857;837;1020;7420;4232;466;0;46;15;61
91116;Photo;3;2;2;4;1;7132;12060;1004;944;1226;8294;4736;576;4;136;42;182
91009;Photo;1;2;1;12;0;21928;39641;1512;1479;1837;6338;3672;497;0;73;13;86
86909;Photo;3;1;6;16;1;5754;9238;1179;1143;1452;6101;3546;420;0;65;19;84
86909;Photo;1;1;6;10;1;37088;10966;2728;2288;3183;66311;34352;2021;7;579;47;633
86909;Link;1;1;6;4;0;39600;7927;572;496;581;12522;8176;167;1;101;5;107
86909;Photo;3;1;5;13;0;5536;8745;1141;1099;1461;5225;3098;483;1;74;31;106
86909;Photo;3;1;5;4;0;6056;10325;1117;1078;1427;6823;3788;487;7;84;36;127
86909;Photo;2;1;4;11;0;11484;20696;1762;1635;2741;8774;5124;722;56;360;99;515
86491;Link;1;1;4;4;1;4938;7910;66;63;70;6625;3804;59;0;5;2;7
86491;Photo;3;1;3;10;0;66784;9456;2969;2833;3645;17809;11328;801;3;187;36;226
86491;Photo;2;1;3;3;0;5526;8779;1096;1058;1399;5732;3412;453;2;69;26;97
86491;Photo;3;1;2;7;0;5040;8367;1062;1023;1348;5485;3068;437;2;82;24;108
86491;Link;1;1;2;2;0;5168;8371;66;59;71;7041;3996;58;0;12;2;14
85979;Photo;3;1;1;12;0;5034;8030;1020;993;1243;5340;3094;440;2;56;25;83
85979;Photo;3;1;1;2;0;4908;7491;957;937;1153;4642;2842;393;1;44;21;66
85979;Photo;3;1;7;10;0;9700;17442;1407;1271;2007;8872;4876;660;21;277;80;378
85979;Photo;3;1;7;2;0;4800;7754;975;938;1278;4932;2820;432;1;74;28;103
85979;Photo;3;1;6;11;0;5280;8703;951;911;1237;5757;3300;431;1;79;30;110
85979;Photo;3;1;6;3;1;6184;10228;956;901;1140;6085;3502;437;1;105;46;152
85979;Link;1;1;5;11;0;45920;5808;753;655;763;15766;10720;220;0;128;9;137
85093;Photo;3;1;1;2;0;8412;13960;1179;1111;1632;8632;5348;699;17;185;55;257
85093;Photo;3;1;7;10;0;5400;9218;810;756;1003;5654;3230;422;10;125;41;176
85093;Photo;3;1;7;2;0;4684;7536;733;708;985;4750;2876;392;5;53;26;84
81370;Photo;2;1;5;8;0;3480;6229;537;508;687;3961;2104;301;0;53;22;75
81370;Photo;1;1;5;2;0;3778;7216;625;572;795;4742;2388;363;4;93;18;115
81370;Photo;3;1;4;11;0;4156;7564;626;574;832;4534;2452;370;7;91;38;136
81370;Photo;2;1;4;4;;4188;7292;564;524;743;3861;2200;316;0;91;28;119
